x1,y1,x2,y2
7,5,22,24
7,8,20,27
5,4,24,21
12,4,16,23
3,5,22,24
13,4,16,23
6,6,20,25
13,5,16,24
8,2,23,21
4,5,23,24
6,5,21,24
6,4,21,23
5,7,18,26
6,4,20,23
6,6,18,25
4,6,23,25
5,4,18,23
6,5,21,24
6,6,25,23
5,5,22,24
5,6,24,22
5,3,23,22
5,4,24,21
6,4,22,23
4,5,23,24
4,5,21,24
6,6,21,25
12,4,16,23
5,6,24,22
10,3,19,22
5,5,22,24
7,3,22,22
11,4,18,23
5,7,24,24
6,2,25,21
5,7,20,26
7,5,20,24
12,4,16,23
7,6,20,25
6,4,25,23
5,3,24,22
6,3,20,22
6,7,25,22
9,5,20,24
13,4,16,23
7,4,21,23
4,4,23,23
7,6,19,25
6,3,25,22
6,4,23,23
6,2,25,21
5,6,24,23
1,7,20,26
8,4,21,23
6,3,23,22
3,5,22,24
12,4,16,23
5,5,24,24
5,5,24,22
7,4,20,23
4,6,23,23
6,4,25,23
2,7,21,26
7,5,19,24
11,5,16,24
10,4,19,23
6,5,25,20
7,5,22,24
2,7,21,26
12,4,15,23
11,4,16,23
5,6,24,23
5,10,24,21
6,2,23,21
4,6,23,23
7,4,20,23
5,7,24,22
5,5,22,24
5,6,24,21
8,5,19,24
8,7,19,26
3,4,21,23
6,5,23,24
8,5,21,24
4,5,23,24
3,6,22,25
12,4,17,23
5,5,24,23
5,4,24,23
5,3,21,22
3,7,22,26
5,4,24,22
7,9,26,20
11,5,18,24
4,5,23,24
4,4,23,23
7,2,23,21
10,5,19,24
6,5,21,24
4,5,20,24
6,6,21,25
7,7,18,26
4,4,23,21
8,6,25,25
7,9,26,20
10,4,17,23
6,4,21,23
8,2,23,21
9,4,16,23
8,3,21,22
5,7,18,26
11,4,17,23
13,4,16,23
8,2,23,21
5,5,23,24
5,5,24,23
4,4,23,23
6,4,20,23
5,6,18,25
12,4,17,23
11,5,16,24
6,4,23,23
4,5,23,20
7,6,20,25
5,4,24,21
10,5,19,24
4,7,23,22
9,4,22,23
5,6,20,25
8,2,23,21
3,5,22,24
10,4,17,23
4,4,23,23
7,3,24,22
9,4,18,23
5,7,22,26
4,3,23,22
4,5,23,24
3,4,22,23
6,4,22,23
6,6,22,25
6,7,17,26
8,2,19,21
9,3,20,22
3,7,22,26
6,2,22,21
7,5,22,24
5,5,22,24
7,6,20,25
6,4,23,23
4,4,21,23
5,4,24,23
9,4,18,23
8,4,19,23
4,3,23,21
6,4,23,23
3,4,21,23
6,4,23,23
4,5,22,24
8,2,21,21
4,7,23,22
8,6,19,25
7,2,20,21
6,6,23,25
4,6,22,25
12,4,17,23
6,5,23,24
5,5,24,24
6,6,21,25
9,4,20,23
4,4,23,23
9,7,18,26
7,4,20,23
4,5,22,24
3,3,22,22
6,3,25,22
3,4,22,23
5,4,21,23
5,5,24,24
9,4,22,23
4,7,23,22
7,5,26,24
7,2,20,21
9,6,20,25
6,7,23,26
11,5,17,24
6,5,23,24
5,7,18,26
5,6,24,25
9,6,21,25
6,4,21,23
8,7,27,24
8,5,23,24
8,8,27,25
8,7,21,26
7,4,22,23
8,5,20,24
7,3,25,22
8,6,21,25
9,3,20,22
9,5,20,24
7,6,20,25
6,4,21,23
11,5,18,24
9,4,20,23
4,8,23,23
5,5,22,24
4,3,19,22
4,8,23,21
7,6,20,25
7,4,19,23
7,5,20,24
7,2,22,21
9,6,18,25
7,6,22,25
13,4,16,23
6,4,21,23
8,5,21,24
3,3,22,22
5,3,22,22
6,5,22,24
8,5,19,24
5,4,21,23
9,4,20,23
4,6,23,21
7,7,26,19
6,2,21,21
8,4,19,23
5,7,24,26
7,7,21,26
3,4,21,23
8,5,20,24
8,5,21,24
6,7,19,26
8,6,21,25
6,4,21,23
4,3,21,22
7,4,22,23
7,5,22,24
12,4,17,23
8,4,19,23
8,7,18,26
4,4,23,21
12,4,18,23
8,5,21,24
9,5,19,24
8,2,21,21
5,6,24,23
3,3,22,22
4,5,23,24
4,5,23,21
10,2,20,21
6,3,21,22
9,7,20,26
4,5,23,22
8,5,20,24
4,5,23,24
7,3,20,22
5,3,22,22
8,4,19,23
3,3,22,22
6,7,23,26
5,5,24,24
12,3,21,22
6,6,21,25
10,6,17,25
4,7,23,26
7,2,22,21
8,6,21,25
8,6,25,25
9,4,20,23
9,4,22,23
5,4,22,23
7,5,20,24
4,3,21,22
6,4,18,23
6,7,21,26
7,5,21,24
7,2,19,21
6,5,21,24
4,3,23,22
9,5,19,24
6,4,21,23
7,4,22,23
3,7,22,19
5,5,19,24
3,6,22,21
6,5,21,24
4,4,23,23
9,2,22,21
4,7,23,19
6,2,21,21
4,4,23,23
7,7,19,26
7,5,22,24
10,4,19,23
5,5,24,24
5,4,24,21
7,2,20,21
9,6,20,25
3,4,22,23
6,8,25,20
7,5,21,24
6,5,22,24
7,4,20,23
5,3,21,22
3,3,22,22
7,8,26,23
3,3,22,22
8,7,19,26
4,4,21,23
5,5,24,22
10,4,19,23
6,7,19,26
3,3,22,22
8,2,21,21
4,5,23,24
11,4,18,23
4,6,23,21
9,4,20,23
9,4,20,23
12,4,17,23
8,6,21,25
8,6,17,25
7,5,22,24
7,4,22,23
7,4,20,23
7,5,20,24
9,4,20,23
12,5,17,24
4,5,23,22
8,4,21,23
5,4,22,23
11,5,18,24
4,3,23,22
8,5,21,24
7,6,20,25
6,5,21,24
7,5,22,24
8,4,21,23
7,2,20,21
6,4,23,23
6,5,23,24
8,4,21,23
4,4,23,21
5,6,22,25
6,5,21,24
7,4,20,23
4,5,23,24
7,3,20,22
5,5,22,24
4,5,23,24
4,3,23,21
3,6,21,25
4,3,23,22
9,6,18,25
7,5,22,24
10,5,19,24
5,4,22,23
12,5,17,24
4,5,23,23
5,4,24,23
12,4,17,23
10,5,19,24
6,3,25,22
4,6,21,25
7,4,20,23
7,2,24,21
7,3,20,22
7,2,20,21
9,6,20,25
8,5,18,24
5,5,23,24
4,4,23,23
5,4,21,23
7,5,20,24
11,4,18,23
8,6,18,25
5,3,24,22
12,4,17,23
8,4,19,23
7,6,24,25
8,5,23,24
8,5,21,24
6,5,25,24
5,8,20,27
8,2,21,21
7,2,22,21
4,7,20,26
10,3,19,22
6,5,22,24
6,5,22,24
10,6,19,25
6,6,25,25
4,4,22,23
9,4,20,23
11,4,17,23
9,4,20,23
6,3,22,22
5,6,22,25
10,4,17,23
8,3,19,22
8,6,23,25
6,6,19,25
7,5,23,24
8,5,18,24
8,2,23,21
6,6,21,25
6,8,21,27
12,4,15,23
7,4,19,23
6,5,19,24
11,6,18,25
7,6,26,25
10,4,18,23
4,8,23,27
8,5,21,24
7,2,22,21
7,3,22,22
6,5,23,24
10,4,18,23
9,3,22,22
5,5,22,24
7,4,20,23
9,6,20,25
9,4,20,23
6,4,20,23
7,5,23,24
7,7,20,26
6,4,23,23
9,7,20,26
6,5,21,24
9,6,19,25
3,6,22,25
10,4,17,23
6,7,21,26
6,5,23,24
8,5,19,24
9,6,20,25
7,4,21,23
9,7,19,26
10,5,21,24
6,2,23,21
5,7,21,26
6,4,22,23
9,4,20,23
7,5,21,24
8,5,17,24
5,7,24,24
10,1,19,20
7,5,21,24
10,2,19,21
9,2,20,21
7,3,24,22
11,4,22,23
6,5,21,24
4,4,22,23
4,8,21,27
6,6,23,25
8,6,20,25
7,7,21,26
12,5,15,24
11,4,16,23
5,4,24,23
6,4,25,22
9,7,17,26
11,4,16,23
3,4,21,23
9,3,20,22
6,5,25,24
4,8,22,27
5,5,24,24
7,4,20,23
6,5,22,24
4,5,20,24
7,5,20,24
8,2,22,21
5,5,24,24
5,5,24,24
5,7,19,26
6,3,22,22
8,7,20,26
6,3,25,22
8,7,21,26
4,5,22,24
9,5,20,24
9,7,22,26
9,2,20,21
8,3,23,22
8,5,19,24
6,5,20,24
10,3,18,22
8,6,19,25
2,5,21,19
8,6,19,25
8,5,20,24
6,4,22,23
7,5,20,24
7,4,21,23
5,5,20,24
7,7,20,26
5,5,22,24
5,5,24,24
6,5,23,24
5,2,21,21
3,8,22,27
9,6,20,25
6,5,19,24
7,5,22,24
7,4,20,23
10,5,19,24
4,5,23,24
8,5,25,24
8,4,23,23
6,4,21,23
5,5,24,22
4,3,23,22
8,7,18,26
9,5,19,24
13,4,16,23
6,4,21,23
8,6,19,25
4,5,23,24
8,2,23,21
9,3,17,22
7,6,20,25
6,4,25,23
5,5,24,24
7,4,20,23
7,5,18,24
6,6,21,25
6,5,22,24
7,5,26,24
7,6,18,25
7,3,22,22
6,3,22,22
6,7,21,26
5,5,24,24
8,4,23,23
9,5,22,24
7,7,20,26
6,6,21,25
5,6,24,23
5,8,19,27
9,5,18,24
8,4,21,23
5,4,24,21
5,5,24,22
9,5,20,24
6,4,25,23
7,6,20,25
5,5,24,24
7,6,26,23
5,6,24,25
6,2,23,21
7,3,20,22
3,7,22,25
7,7,20,26
8,5,23,24
10,7,18,26
6,7,23,26
10,5,17,24
5,7,24,22
9,6,21,25
10,4,19,23
5,5,24,24
5,4,24,23
13,5,16,24
5,4,21,23
5,7,22,26
7,6,22,25
12,4,17,23
6,6,25,25
6,4,25,22
7,2,22,21
4,5,21,24
3,7,22,26
8,7,22,26
7,4,22,23
7,6,20,25
6,6,21,25
7,3,21,22
8,7,19,26
4,4,22,23
6,4,22,23
5,7,22,26
6,5,25,24
7,4,22,23
11,4,17,23
12,4,17,23
7,7,19,26
8,5,20,24
6,6,19,25
6,4,23,23
5,7,18,26
8,4,20,23
11,4,17,23
9,3,20,22
5,5,24,24
5,4,22,23
7,6,20,25
11,5,17,24
6,5,23,24
5,4,24,23
5,4,24,23
5,4,24,23
4,8,21,27
6,5,21,24
11,4,17,23
6,5,23,24
5,8,21,27
10,3,19,22
6,3,25,20
6,5,25,20
6,3,25,20
6,4,22,23
5,5,23,24
9,6,20,25
8,2,23,21
7,5,24,24
9,5,20,24
7,5,20,24
6,5,22,24
6,7,19,26
9,5,20,24
10,7,19,26
8,5,19,24
6,6,25,23
6,3,25,22
7,4,22,23
6,4,23,23
5,5,21,24
8,7,21,26
6,7,21,26
6,5,23,24
6,6,21,25
8,3,21,22
4,5,21,24
10,4,18,23
7,6,20,25
7,7,20,26
10,4,21,23
7,5,26,24
1,7,20,26
9,5,20,24
7,5,20,24
8,4,20,23
7,5,20,24
5,4,24,23
7,5,22,24
5,7,22,26
5,5,22,24
6,2,23,21
11,4,16,23
7,2,22,21
6,3,23,22
8,3,23,22
5,4,23,23
5,4,24,21
5,5,24,24
8,5,21,24
13,5,16,24
6,6,19,25
6,3,22,22
9,5,20,24
9,5,19,24
9,5,19,24
6,3,22,22
5,8,19,27
5,1,24,20
11,4,17,23
8,6,17,25
5,5,24,24
8,2,21,21
8,5,23,24
10,2,21,21
5,7,20,26
6,3,25,22
3,7,21,26
5,6,20,25
7,6,26,25
8,3,20,22
6,7,21,26
7,5,23,24
7,7,26,20
5,5,24,24
9,5,20,24
5,5,22,24
7,5,23,24
8,5,19,24
5,4,24,23
5,4,24,23
8,5,21,24
6,5,22,24
7,2,23,21
5,3,24,22
10,4,17,23
10,3,19,22
11,4,16,23
8,4,21,23
6,5,21,24
7,2,21,21
5,5,24,24
10,4,17,23
8,5,25,24
11,3,18,22
5,5,23,24
6,4,25,22
6,6,23,25
6,6,22,25
8,5,21,24
8,5,21,24
2,7,20,26
8,5,21,24
6,5,23,24
6,3,24,22
8,7,19,26
5,6,24,21
4,4,23,23
5,5,22,24
5,5,22,24
3,5,22,24
7,2,24,21
9,6,19,25
6,6,22,25
13,5,16,24
6,4,25,21
6,5,21,24
7,6,23,25
6,5,21,24
10,5,18,24
7,4,20,23
7,3,21,22
10,2,19,21
5,5,22,24
6,6,25,22
6,4,25,23
6,5,21,24
7,4,22,23
8,7,19,26
5,5,22,24
7,5,20,24
9,4,20,23
6,5,21,24
9,2,22,21
6,6,19,25
11,3,16,22
5,5,24,22
6,7,19,26
8,5,21,24
7,5,21,24
3,7,22,25
6,5,25,22
5,6,20,25
5,4,24,23
5,4,24,23
5,6,24,23
6,7,20,26
5,4,24,23
6,4,23,23
7,5,26,24
7,5,20,24
6,2,25,21
9,5,22,24
7,5,20,24
7,2,21,21
5,4,22,23
5,6,20,25
7,2,22,21
8,4,21,23
4,5,23,24
8,6,21,25
5,2,24,21
5,4,23,23
4,5,23,24
6,6,25,22
10,4,18,23
9,6,19,25
4,3,21,22
12,4,17,23
2,5,21,24
6,3,25,22
4,4,22,23
8,5,19,24
4,4,23,23
2,7,19,26
6,3,21,22
5,7,19,26
5,7,22,26
10,5,17,24
6,5,23,24
13,4,16,23
6,7,21,26
12,4,17,23
4,4,23,23
4,4,22,23
10,4,17,23
5,6,24,21
5,3,24,22
13,4,16,23
4,5,21,24
5,5,21,24
5,6,22,25
10,5,16,24
4,5,23,22
8,4,23,23
10,3,19,22
7,5,22,24
7,7,21,26
5,4,22,23
5,4,24,23
7,4,22,23
6,7,20,26
6,5,21,24
4,5,23,22
10,5,17,24
10,5,19,24
7,4,22,23
3,4,22,23
7,6,20,25
2,6,21,22
9,5,18,24
4,5,23,22
8,5,21,24
5,4,24,23
5,6,24,25
7,3,21,22
9,3,20,22
8,2,21,21
7,7,26,26
6,5,21,24
6,4,23,23
4,3,23,22
6,4,21,23
6,4,21,23
5,4,20,23
7,7,20,26
7,5,26,22
5,5,24,24
7,6,19,25
8,2,21,21
5,4,24,23
7,3,24,22
7,5,20,24
6,5,23,24
11,4,16,23
4,5,23,22
7,3,22,22
4,4,23,23
8,5,21,24
8,6,19,25
5,2,24,21
0,4,18,23
11,5,17,24
5,7,20,26
6,5,21,24
2,6,21,23
7,6,22,25
4,4,23,23
3,5,22,24
5,3,22,22
6,4,23,23
5,5,24,24
7,5,22,24
4,4,23,23
6,7,18,26
4,4,23,23
5,4,24,23
3,5,22,24
11,4,18,23
6,4,21,23
5,5,24,22
7,4,20,23
7,3,22,22
8,1,19,20
4,4,22,23
6,4,21,23
4,5,23,24
9,5,18,24
8,4,20,23
5,4,24,23
8,5,22,24
4,4,23,23
6,4,19,23
3,5,22,22
5,4,22,23
4,5,21,24
8,5,22,24
5,4,24,23
4,4,23,23
5,7,24,24
8,6,16,25
1,4,20,23
7,5,20,24
5,6,24,25
7,5,20,24
5,5,21,24
6,7,19,26
5,4,20,23
6,10,25,19
8,2,19,21
7,6,20,25
9,4,20,23
8,3,21,22
8,7,19,26
8,2,21,21
6,5,23,24
7,5,26,24
8,4,21,23
5,4,23,23
5,8,24,27
7,4,24,23
6,7,25,26
5,6,24,23
2,6,21,21
7,7,18,26
5,5,24,24
6,4,21,23
8,5,20,24
7,7,19,26
4,8,23,27
5,5,24,24
6,5,21,24
9,5,19,24
8,7,21,26
10,2,19,21
7,2,22,21
11,4,16,23
6,7,21,26
7,4,22,23
6,5,23,24
9,5,19,24
6,7,21,26
3,3,22,22
5,6,20,25
11,4,17,23
4,3,23,22
7,4,22,23
6,6,21,25
7,4,20,23
6,2,22,21
6,6,25,25
4,4,23,23
4,6,23,21
8,3,21,22
6,7,18,26
8,4,19,23
6,3,23,22
7,4,20,23
7,6,18,25
7,4,20,23
6,6,22,25
6,5,25,24
8,6,21,25
3,5,20,24
6,5,25,20
2,3,21,22
7,7,20,26
4,5,23,22
4,4,23,23
8,5,21,24
7,4,18,23
4,4,22,23
6,5,23,24
10,4,17,23
9,3,21,22
7,3,22,22
6,3,21,22
8,7,19,26
7,7,18,26
6,6,21,25
8,2,23,21
2,4,21,23
4,4,23,22
8,6,19,25
6,4,25,21
5,4,24,23
8,4,19,23
6,5,25,20
6,5,20,24
9,5,20,24
8,5,20,24
7,7,22,26
2,8,21,27
5,4,24,22
11,4,18,23
6,6,21,25
10,4,18,23
4,5,23,24
6,6,21,25
7,6,22,25
7,3,22,22
5,6,24,25
10,4,19,23
5,8,24,21
8,5,20,24
5,4,24,23
7,5,20,24
11,4,17,23
12,4,17,23
5,4,23,23
7,5,19,24
3,6,22,25
5,5,23,24
7,5,20,24
4,4,23,23
6,4,23,23
3,7,22,26
7,2,22,21
6,3,20,22
8,6,19,25
5,4,24,23
5,4,24,23
5,7,20,26
12,4,17,23
9,4,20,23
5,4,24,23
5,4,21,23
4,5,23,24
7,5,24,24
5,5,24,24
8,3,21,22
7,3,22,22
6,5,23,24
6,1,22,20
6,4,23,23
7,7,18,26
9,3,20,22
8,4,23,23
3,6,22,24
4,5,23,22
6,5,21,24
11,4,16,23
4,3,23,22
8,4,22,23
5,5,22,24
7,5,20,24
6,4,21,23
5,5,23,24
6,5,23,24
6,3,21,22
6,4,23,23
6,2,22,21
9,6,17,25
8,7,20,26
3,5,22,24
8,5,23,24
5,6,24,25
8,7,19,26
8,2,23,21
4,4,23,23
7,4,20,23
6,7,19,26
10,7,19,26
4,3,23,22
10,5,19,24
4,7,20,26
6,5,19,24
7,5,24,24
6,7,21,26
3,4,22,23
8,4,24,23
7,4,22,23
5,5,22,24
6,4,23,23
5,5,22,24
5,3,21,22
3,6,22,23
7,5,22,24
7,5,22,24
6,4,21,23
6,6,18,25
7,5,24,24
7,4,26,20
8,4,23,23
10,2,19,21
10,5,23,24
4,5,23,24
7,5,20,24
10,2,19,21
5,6,21,25
7,4,20,23
7,6,20,25
5,4,24,23
7,2,21,21
8,6,21,25
9,5,18,24
4,5,22,24
6,6,25,23
8,6,21,25
5,4,22,23
7,4,26,23
5,4,21,23
9,6,20,25
7,7,18,26
5,3,24,22
4,5,22,24
9,5,20,24
8,5,21,24
7,5,20,24
11,5,16,24
5,7,22,26
7,4,23,23
6,7,20,26
7,4,20,23
7,3,19,22
6,7,21,26
10,3,19,22
8,5,21,24
6,5,25,24
7,7,20,26
7,2,23,21
6,5,21,24
8,4,21,23
4,4,23,23
5,4,24,23
4,5,21,24
5,5,24,24
5,5,22,24
7,4,23,23
4,5,23,24
8,6,20,25
7,7,21,26
5,5,20,24
6,6,21,25
5,3,24,22
6,4,22,23
5,3,24,22
11,4,17,23
6,5,21,24
8,6,19,25
8,4,21,23
10,4,17,23
9,6,18,25
6,2,22,21
9,4,19,23
6,7,19,26
4,6,22,25
7,7,20,26
8,6,21,25
10,5,18,24
7,5,18,24
6,4,21,23
5,6,24,23
7,2,23,21
9,3,20,22
7,4,24,23
6,7,25,22
5,4,24,23
5,4,22,23
6,3,21,22
6,7,21,26
5,5,20,24
7,6,20,25
5,4,23,23
6,7,25,20
9,2,20,21
6,4,22,23
9,2,20,21
8,4,21,23
7,4,22,23
6,7,25,22
8,2,21,21
10,6,21,25
6,8,21,27
5,5,23,24
12,5,16,24
4,8,23,27
5,5,20,24
8,4,21,23
4,5,22,24
8,6,19,25
6,4,21,23
5,6,24,23
8,2,20,21
8,5,20,24
7,4,26,23
8,6,21,25
4,7,20,26
12,3,15,22
11,4,16,23
4,4,23,23
7,5,22,24
11,5,18,24
5,5,22,24
6,5,22,24
11,4,18,23
7,5,22,24
7,5,22,24
7,4,20,23
6,6,25,23
4,4,23,23
8,2,20,21
7,2,22,21
6,4,21,23
13,4,16,23
6,7,19,26
11,4,18,23
6,4,23,23
7,2,24,21
5,3,22,22
4,7,20,26
7,3,22,22
7,4,20,23
6,7,18,26
8,4,20,23
10,4,18,23
6,6,25,25
7,5,20,24
3,6,19,25
7,6,26,25
8,5,21,24
5,4,24,23
5,8,20,27
8,2,20,21
5,5,24,24
6,3,22,22
9,6,20,25
8,2,21,21
7,3,24,22
4,5,23,24
8,2,22,21
7,3,22,22
4,7,21,26
7,6,20,25
6,5,23,24
8,4,22,23
7,5,18,24
7,6,20,25
6,6,19,25
5,5,24,24
12,4,16,23
9,4,17,23
5,3,24,22
7,4,26,23
9,5,18,24
4,5,21,24
11,5,16,24
7,7,22,26
6,5,21,24
7,6,26,25
7,4,20,23
9,3,20,22
12,5,16,24
6,8,22,27
3,8,22,27
5,6,24,25
10,3,19,22
9,5,20,24
5,7,18,26
4,3,23,22
11,5,16,24
3,4,20,23
10,3,19,22
7,6,24,25
5,4,22,23
6,6,24,25
9,5,17,24
6,7,23,26
8,6,19,25
7,5,24,24
5,4,22,23
5,7,22,26
8,6,20,25
5,6,24,24
8,6,19,25
7,5,21,24
6,5,20,24
7,4,22,23
7,3,22,22
4,6,22,25
5,5,20,24
7,6,26,25
6,6,21,25
6,7,25,22
6,7,21,26
6,3,21,22
4,4,19,23
8,5,21,24
8,7,21,26
10,4,19,23
5,7,24,20
4,6,23,25
6,7,19,26
9,4,20,23
5,7,24,21
7,5,26,22
7,6,19,25
7,6,24,25
7,4,20,23
5,8,20,27
11,5,17,24
10,7,23,26
9,3,20,22
9,6,20,25
8,4,21,23
7,6,24,25
7,5,20,24
5,5,24,24
8,6,19,25
6,5,21,24
8,7,22,26
5,5,24,24
4,7,23,26
5,9,24,27
4,6,23,25
6,11,25,20
8,4,21,23
5,5,24,24
5,4,20,23
9,4,22,23
7,7,20,26
11,5,18,24
9,5,19,24
7,7,20,26
9,7,19,26
3,5,22,24
5,3,24,22
6,5,25,22
5,5,20,24
6,6,25,24
7,4,22,23
9,7,19,26
7,7,19,26
9,5,19,24
7,6,26,23
7,4,25,23
2,8,21,27
6,5,19,24
8,3,20,22
2,4,21,22
5,6,20,25
5,5,24,24
5,5,20,24
6,3,20,22
7,5,22,24
8,6,21,25
8,5,19,24
9,7,19,26
10,3,19,22
10,6,21,25
5,4,24,23
9,7,20,26
13,5,16,24
7,4,22,23
10,5,17,24
7,5,21,24
8,10,27,21
7,5,21,24
6,4,21,23
8,7,23,26
7,4,22,23
8,6,21,25
9,5,18,24
9,4,20,23
4,4,21,23
8,4,25,23
10,3,21,22
5,5,24,24
5,8,21,27
6,5,25,23
7,3,24,22
5,5,22,24
4,4,22,23
8,4,23,23
7,6,20,25
9,2,20,21
6,5,23,24
5,5,24,24
6,5,23,24
10,5,19,24
7,2,22,21
9,5,19,24
5,4,22,23
7,7,22,26
8,6,21,25
8,5,27,20
10,4,16,23
9,4,20,23
7,6,22,25
4,8,21,27
6,5,22,24
9,2,20,21
6,4,23,23
10,3,19,22
3,5,22,24
6,5,25,24
7,4,20,23
7,8,22,27
4,4,23,22
3,4,22,22
8,5,21,24
2,6,21,25
5,7,22,26
5,4,22,23
6,2,23,21
6,4,25,23
8,5,22,24
4,7,22,26
3,5,22,22
6,4,21,23
6,3,23,22
7,6,26,21
13,4,16,23
9,7,20,26
9,3,18,22
6,7,21,26
6,5,20,24
5,5,24,24
6,4,21,23
5,5,23,24
12,4,17,23
4,5,21,24
8,5,21,24
5,6,24,22
6,5,20,24
4,4,21,23
8,5,19,24
6,3,20,22
9,3,22,22
4,4,23,23
6,4,21,23
8,4,21,23
7,5,22,24
3,3,22,22
8,3,19,22
4,4,23,23
4,4,20,23
6,7,24,26
6,7,25,26
5,5,24,24
10,6,19,25
4,4,23,23
7,4,19,23
5,4,23,23
7,5,21,24
4,4,23,23
6,5,21,24
3,4,22,23
10,2,19,21
5,6,24,25
6,5,25,24
4,4,23,21
6,6,21,25
5,3,24,22
5,5,24,24
5,5,24,22
8,7,19,26
5,4,22,23
7,5,22,24
4,5,23,22
7,8,20,27
5,5,22,24
11,4,16,23
5,7,24,26
4,10,23,23
6,6,23,25
6,4,20,23
9,4,18,23
7,4,24,23
5,7,22,26
8,5,20,24
5,5,24,24
5,6,22,25
6,4,23,23
5,6,20,25
7,4,20,23
7,6,26,23
6,1,21,20
12,5,19,24
4,5,23,24
6,5,20,24
3,3,22,22
7,4,22,23
5,1,23,20
6,4,21,23
6,8,25,21
7,5,20,24
4,5,23,24
4,5,23,24
9,3,20,22
7,6,26,23
5,4,22,23
8,4,22,23
3,3,22,22
5,4,23,23
4,5,23,23
7,5,20,24
4,1,23,20
11,4,17,23
5,5,24,24
4,5,23,24
5,5,24,24
8,4,21,23
6,6,25,25
8,3,27,22
6,1,23,20
6,6,23,25
5,6,23,25
8,2,23,21
7,5,24,24
7,5,20,24
9,4,20,23
7,3,22,22
5,5,24,24
9,5,18,24
4,4,23,23
6,6,25,25
6,2,21,21
7,7,20,26
6,2,23,21
6,5,21,24
6,6,23,25
8,2,23,21
5,4,24,23
0,8,19,27
4,4,23,23
5,6,21,25
4,5,22,24
2,8,21,25
5,3,23,22
12,5,15,24
6,6,23,25
4,3,23,21
4,4,23,23
4,4,23,23
4,4,23,23
5,5,24,24
4,5,22,24
11,4,17,23
5,6,24,23
6,4,22,23
5,4,24,23
10,5,20,24
5,5,24,22
4,6,23,21
5,5,24,23
7,3,22,22
6,8,25,21
3,6,22,25
6,4,20,23
8,6,18,25
4,4,23,23
7,4,21,23
6,7,23,26
12,4,16,23
5,5,24,24
3,5,22,24
6,6,23,25
5,5,24,24
5,6,24,23
9,3,20,22
5,6,23,25
6,5,23,24
7,6,22,25
6,4,21,23
5,4,24,23
5,4,22,23
5,6,23,25
7,5,22,24
5,5,24,24
8,5,19,24
8,7,23,26
8,4,21,23
4,4,23,23
5,5,20,24
4,3,23,22
12,5,17,24
5,3,22,22
4,5,23,24
5,7,24,26
8,4,23,23
5,5,24,24
9,4,20,23
6,6,23,25
9,7,18,26
5,9,24,20
6,6,25,25
4,4,23,23
5,4,22,23
10,4,16,23
10,5,17,24
5,5,24,23
6,4,21,23
3,5,22,24
8,4,19,23
4,5,22,24
10,3,18,22
6,6,25,23
3,6,22,23
6,2,25,21
4,6,21,25
3,7,22,26
8,2,21,21
8,5,21,24
12,4,15,23
4,7,21,26
7,6,18,25
6,4,23,23
8,3,19,22
9,4,17,23
8,5,19,24
6,4,25,22
5,6,24,22
4,4,23,22
9,5,22,24
6,5,21,24
8,7,19,26
6,5,25,24
6,5,19,24
6,2,25,21
6,4,23,23
3,7,20,26
8,5,20,24
7,5,22,24
7,5,20,24
4,5,23,22
7,2,22,21
7,4,19,23
11,5,18,24
5,4,24,22
4,5,23,24
4,4,23,23
8,4,19,23
6,5,20,24
9,4,18,23
5,6,24,22
12,5,17,24
5,2,24,20
2,4,21,23
8,5,21,24
10,2,21,21
2,4,20,23
6,6,20,25
6,5,21,24
5,5,24,24
5,7,20,26
4,5,23,24
6,5,23,24
5,6,24,23
5,2,24,21
7,3,22,22
3,4,22,23
10,5,17,24
8,6,20,25
8,4,21,23
4,4,21,23
5,6,22,25
6,6,21,25
7,4,20,23
3,7,21,26
6,5,23,24
9,4,20,23
6,5,20,24
8,6,23,25
4,7,23,26
3,6,22,23
5,4,24,23
6,5,25,24
5,4,21,23
7,6,20,25
11,5,18,24
3,7,22,26
11,3,20,22
2,5,21,22
5,7,22,26
4,5,23,22
6,4,20,23
6,6,23,25
7,4,20,23
5,6,22,25
7,4,22,23
7,3,21,22
11,4,18,23
6,5,17,24
6,4,25,23
7,5,21,24
8,4,20,23
7,5,24,24
7,2,22,21
7,6,22,25
8,3,20,22
7,2,22,21
5,6,24,25
4,4,23,23
6,5,19,24
4,4,23,23
6,4,23,23
6,3,23,22
4,5,23,24
9,2,19,21
7,7,20,26
10,5,19,24
8,6,18,25
10,4,19,23
7,5,25,24
3,7,21,26
12,5,17,24
3,4,22,23
6,6,22,25
6,7,20,26
7,6,21,25
3,5,22,24
11,4,18,23
4,4,22,23
5,4,24,23
5,6,22,25
6,7,19,26
7,6,20,25
5,6,24,22
6,7,25,24
2,5,20,24
7,5,22,24
3,4,22,23
9,6,20,25
12,5,15,24
3,4,21,23
6,5,20,24
8,6,19,25
12,4,16,23
6,7,22,26
8,6,19,25
5,4,22,23
7,6,19,25
5,4,22,23
7,5,19,24
5,7,19,26
11,5,18,24
5,6,24,23
7,4,21,23
3,5,22,24
9,3,20,22
8,4,21,23
10,6,19,25
4,7,21,26
10,5,19,24
7,2,21,21
7,4,20,23
6,3,23,22
5,5,20,24
7,2,22,21
6,6,19,25
6,4,23,23
3,3,22,22
4,3,23,22
5,5,24,24
3,4,22,21
7,7,20,26
